id,title,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
ts272185,Running Man,SHOW,"The fruit of the Soul Tree was the source of energy for civilization. However, many were blinded by its ultimate power which led to never-ending battles amongst the tribes. Desperate to put an end to these catastrophic wars, the leaders of each tribe finally reached a peace agreement that resulted in a competition. One player from each tribe, equipped with special watches and shields, compete against one another for a chance to win the Materion, the sacred fruit of the Soul Tree. And those brave contestants who strive to succeed in the competition are known as the Running man. There are seven representatives from each tribe in the competition. In different games, they either play against each other, split into teams or work together as one.",2017,,11,"['animation', 'comedy']",['KR'],1.0,tt11256118,8.4,32.0,0.6,
ts53166,Julie's Greenroom,SHOW,Ms. Julie teaches performing arts workshops with the help of her assistant Gus at their Wellspring Center for the Performing Arts.,2017,,26,"['comedy', 'family']",['US'],1.0,tt5779222,8.2,328.0,3.104,8.5
ts57281,All Hail King Julien: Exiled,SHOW,"Julien's been dethroned, but loyal friends and some very unlikely allies will propel the lovable lemur on a colorful journey to take back his kingdom.",2017,TV-Y7,23,"['animation', 'comedy', 'family', 'fantasy']",['US'],1.0,tt6865906,7.5,559.0,6.454,8.5
ts317239,Falling in Love Like a Romantic Drama,SHOW,Naomi Watanabe hosts a reality show in which eight young actors perform kissing scenes in a drama. Then the camera follows them to see if sparks fly!,2018,TV-14,39,['reality'],['JP'],1.0,,,,2.379,
ts87591,Justice: Qalb Al Adala,SHOW,"The show follows an ambitious young Arab female lawyer who got her law degree in the US and instead of joining her father's law firm back at home (UAE) she decides to go out on her own as a defense attorney, pushing the legal and cultural envelope in the process.",2017,TV-14,37,"['drama', 'crime']",['US'],1.0,tt5338544,5.6,155.0,1.307,7.0
ts80692,REA(L)OVE,SHOW,"A group of men and women, each burdened with a dark secret, look for love in this dating show with a twist. Hosted by reformed playboy Atsushi Tamura.",2018,TV-MA,45,['reality'],['JP'],1.0,tt8477194,6.6,210.0,0.6,5.7
ts113031,Droppin' Cash: Los Angeles,SHOW,Ball out with your favorite artists and athletes in LA as they drop crazy cash on the stuff we all dream about.,2018,TV-MA,23,['reality'],[],2.0,tt7983796,3.4,116.0,1.651,5.5
ts75138,Argon,SHOW,"In a world filled with provocative (and often misleading) news, a passionate team of investigative TV reporters strives to bring truths to light.",2017,,63,['drama'],['KR'],1.0,tt7094798,7.3,261.0,3.509,7.3
ts55576,Buddy Thunderstruck,SHOW,"Follow the outrageous, high-octane adventures of Buddy Thunderstruck, a truck-racing dog who brings guts and good times to the town of Greasepit.",2017,TV-Y7,22,"['comedy', 'sport', 'animation', 'action', 'family']",['US'],2.0,tt6591468,7.8,489.0,3.463,8.4
ts76646,Blazing Transfer Students,SHOW,"Featuring the boys of Johnny's West, a gang of zany transfer students are recruited for a mysterious mission ordained by their shadowy principal.",2017,TV-MA,26,"['action', 'comedy']",['JP'],1.0,tt7931520,7.0,116.0,2.467,8.0
ts81857,Club de Cuervos Presents: The Ballad of Hugo Sánchez,SHOW,Chava Iglesias's doting personal assistant Hugo Sánchez is tasked with leading Club de Cuervos to victory in Nicaragua -- if only his mom will let him.,2018,TV-MA,32,"['comedy', 'drama']",['MX'],1.0,tt8498114,6.4,816.0,4.798,7.8
ts101883,Regiment Diaries,SHOW,"The Indian army is a family of several regiments, each of whom have their own history, identity, and glorious traditions. Regiment Diaries is a tale of the Indian Army - a living chronicle of events - told by the very men who follow the illustrious feats of their predecessors.",2018,TV-PG,42,['documentation'],[],2.0,tt9642576,8.6,80.0,1.317,
ts84985,Robozuna,SHOW,A boy and his homemade robot enter the toughest competition in the universe while attempting to free their oppressed home from an evil empire.,2018,,22,['animation'],['GB'],3.0,tt8454808,6.6,92.0,7.167,8.3
ts86302,Check The Store Next Door,SHOW,"When a former shop owner grows bored of retirement, he buys a fish pond and manages the new hijinks in his life with a staff of quirky employees.",2018,TV-14,30,"['comedy', 'drama']",['ID'],2.0,tt9545904,7.8,129.0,5.449,6.0
ts84038,Battlefish,SHOW,"Over the course of a fishing season, tough men and women pursue lucrative albacore tuna in the competitive waters off the Oregon coast.",2018,,45,['reality'],['US'],1.0,tt8893566,7.0,426.0,2.537,8.8
ts74805,A Little Help with Carol Burnett,SHOW,"In this unscripted series starring comedy legend Carol Burnett, kids dish out advice to celebrities and everyday people in front of a live audience.",2018,TV-G,34,[],['US'],1.0,tt7204366,6.3,233.0,3.593,6.2
ts255677,Pucca: Love Recipe,SHOW,"There is an over-arching plot detailing the rivalry between the Goh-Rong Restaurant and the Sooga Island location of a multi-national restaurant chain called Dong King Restaurant. Ring Ring, a local 12-year old fashion star, who appeared in the Jetix show and also appeared as Pucca's rival for Garu's affections, is revealed to be the daughter of Dong King and at times works for him, while also directing his servants against Pucca. These servants, under the command of the Dong King Restaurant's manager, Fyah, continually attempt to steal the Goh-Rong's customers by means of various dirty tricks, including occasionally hiring villains such as Tobe and his ninjas or The Pirates.",2018,TV-Y7,24,['comedy'],[],1.0,,,,14.26,
ts82591,Spiritual House,SHOW,"Psychic Hiroyuki Ehara leads various celebrities through spiritual consultations, probing into their issues and spotlighting their accomplishments.",2017,TV-PG,41,[],['JP'],1.0,,,,0.6,
ts119220,The Hollywood Masters,SHOW,Personal. Provocative. Hollywood's greatest successes reveal the secrets behind their careers.,2017,TV-MA,34,['documentation'],['US'],3.0,tt7178034,7.2,86.0,0.6,
ts85250,Kulipari: Dream Walker,SHOW,"Now the Blue Sky King, Darel must lead a rescue mission to save a Dream Walker -- leaving the village under the protection of the Kulipari youth.",2018,TV-Y7,19,"['fantasy', 'animation', 'action']",['US'],1.0,tt9203064,7.7,91.0,5.562,9.0
ts56251,ID-0,SHOW,"I-Machines are the general term for robots that operate in extreme environments. While Alliance Academy student Maya Mikuri is in the middle of operating an I-Machine, she gets involved in an incident with pirates, and ends up serving as a crew member on an excavation company's spaceship.",2017,TV-14,24,"['scifi', 'animation', 'action', 'drama']",['JP'],1.0,tt7161218,6.2,320.0,2.72,6.3
ts106612,Chicken Soup for the Soul's Being Dad,SHOW,not given,2018,TV-PG,40,['reality'],[],1.0,tt8908110,,,,
ts55735,The Perfect Match,SHOW,"What do netizens know? Ting En (Chris Wu) is a celebrated chef whose fine-dining restaurant is a destination for food lovers from all over the world. When Ting En stumbles upon comments on the Internet from people who can’t afford to eat at his high-priced restaurant, they blow his mind. Netizens claim that the culinary creations made by Fen Qing (Ivy Shao) at the night market are just as satisfying as Ting En’s Michelin-worthy food. Determined to debunk such preposterous claims, Ting En goes to the night market to find Fen Qing and show her what true culinary talent really is. Whose cuisine will reign supreme? “The Perfect Match” is a 2017 Taiwanese drama series.",2017,TV-14,44,"['comedy', 'drama']",['TW'],1.0,,,,2.684,7.4
ts82160,Harvey Street Kids,SHOW,"Kids rule in a place called Harvey Street, where a trio of girls right wrongs, ice cream is always an option, and every day feels like Saturday.",2018,TV-Y7,24,"['action', 'family', 'animation', 'comedy']",['US'],4.0,tt7758552,6.8,249.0,4.753,8.5
ts54112,Life Plan A and B,SHOW,"Ru Wei and You Yan have a simple relationship. But in every simple relationship, there are many difficulties. They are not rich, but they try very hard to enjoy life. They are very serious about their relationship and try their best to achieve something in life - hoping one day they can become who they want to become. One day, Ru Wei has a 'lucky chance' in life. Her company wants to send her to Shanghai, with a promotion and higher pay. These two who are deeply in love cannot bear to have a long-distance relationship. With all the uncertainties in their future, can they still stand by each other?",2017,TV-PG,80,['drama'],['TW'],1.0,tt7034962,7.8,106.0,2.107,7.0
ts97584,Highland: Thailand's Marijuana Awakening,SHOW,"Thailand's complicated history with marijuana continues to play a role in its policies and laws, as well as the health and security of its citizens.",2017,TV-MA,20,['documentation'],['US'],1.0,tt7201224,6.2,24.0,0.68,8.0
ts80751,The Break with Michelle Wolf,SHOW,Nobody's safe as Michelle Wolf unapologetically takes aim in this weekly topical show that blends sketches with live comedy and in-studio guests.,2018,TV-MA,30,['comedy'],['US'],1.0,tt8010342,5.1,1862.0,1.846,4.8
ts57116,Ask the Doctor,SHOW,"An innovative, fun, and exploratory factual series that addresses the state of the nation's health, the latest in medical treatments and the future of healthcare as we know it.",2017,,28,['documentation'],['AU'],3.0,tt7188736,6.5,289.0,1.659,7.6
ts80993,Kibaoh Klashers,SHOW,Dylan and his pals Hailey and Ollie work together to compete in Battle Blading.,2017,TV-Y7,24,['scifi'],['CN'],2.0,tt7492122,6.3,17.0,2.173,8.0
ts81828,True: Wonderful Wishes,SHOW,Do-gooding True and Bartleby will go anywhere to make wishes come true -- from the bottom of the Living Sea to the tip of Mount Tippy Tippy Top!,2018,TV-Y,23,['animation'],['US'],1.0,,,,1.168,
ts236619,Loo Loo Kids Johny & Friends Musical Adventure,SHOW,"Music-loving baby Johny goes on dance-filled adventures with his family, friends and adorable critters in this colorful, animated preschooler series. Watch all you want.",2018,TV-Y,3,[],['US'],1.0,,,,1.168,10.0
ts85660,The Sound of Your Heart: Reboot,SHOW,"Based on the longest-running web-based comic series ""Ma Eum Ui Sori"" in Korea, ""Sound of your heart"" is a story about Cho Seok, an aspiring comic writer, and his strange family.",2018,,34,['comedy'],['KR'],2.0,tt7885558,5.9,134.0,4.711,6.4
ts119730,Luo Bao Bei,SHOW,The story is about a 7-year-old Luo Bao Bei as she navigates childhood and the world around her. Fantasy and dreams add elements of surrealism.,2018,TV-Y,11,['animation'],[],1.0,tt7192414,8.0,38.0,,
ts268283,RIDE ON TIME,SHOW,not given,2018,TV-PG,24,[],['JP'],3.0,,,,1.524,
ts104093,Dance & Sing With True,SHOW,"True and her friends are making music -- and they want you to dance and sing along. So cut loose, silly goose! These fun beats are totally sweet.",2018,,0,"['animation', 'family']",[],1.0,tt9315892,,,1.96,10.0
ts86360,Pretty Man,SHOW,"It tells the love story of Lu Jin Nian and Qiao An Hao spanning 13 years. They first got to know each other in school, but later parted ways again due to some misunderstandings. Now, Jin Nian is the unapproachable king of the entertainment business while An Hao is a rookie in the same business. Fate lets Jin Nian and An Hao meet again and An Hao ends up becoming his fake wife.",2018,TV-14,35,['family'],['CN'],2.0,,,,4.429,8.5
ts58061,Memories of Love,SHOW,"A young couple finds their love rekindled after being separated for ten years. Lu Fei, a seemingly perfect Prince Charming unexpectedly encounters the stubborn and rebellious young lady Xin Chen. Despite their clashing personalities, they find themselves drawn to one another and eventually fall in love. However, they later separate, and it is not until ten years later, when Lu Fei lets go of his newly burgeoning company overseas and returns to search for Xin Chen, that they rediscover the meaning of their love.",2018,TV-PG,44,"['drama', 'romance']",['CN'],1.0,tt8246636,5.9,16.0,5.081,2.7
ts80671,We Speak Dance,SHOW,Trained dancer Vandana Hart travels the world to learn traditional and urban dance styles from the local experts who know them best.,2018,TV-MA,22,['documentation'],['US'],1.0,tt7737500,7.5,148.0,1.663,8.3
ts84372,YG Future Strategy Office,SHOW,"Kpop star Seungri, BIGBANG youngest member, tries to lead a team of blumbing staff at YG's Future Strategy Office in this mockumentary sitcom.",2018,TV-MA,27,['comedy'],['KR'],1.0,tt8129694,6.9,204.0,3.381,7.1
ts84341,What She Put on the Table,SHOW,"Based on the life of TV chef Fu Pei-mei, this drama follows two women -- one rich, the other poor -- who fortuitously cross paths in 1950s Taiwan.",2017,TV-14,85,['drama'],['TW'],1.0,tt7073222,7.3,30.0,0.6,1.0
ts250172,Afronta!,SHOW,"Afronta invites contemporary black artists and thinkers to discuss representation, belonging, entrepreneurship, ancestrality and AFROFUTURISM through their experiences and personal histories. These reflections will contribute to the understanding of how the Brazilian black community is creating a network to promote the autonomy to change our reality of today, while inventing one for tomorrow.",2017,TV-PG,0,['documentation'],['BR'],1.0,tt12467250,7.4,8.0,0.6,
ts231159,Learning Songs by Little Baby Bum: Nursery Rhyme Friends,SHOW,"Simple songs mix with colorful animation to teach youngsters about concepts such as animals, vehicles, numbers, colors and more.",2017,TV-Y,30,"['music', 'animation', 'family']",[],1.0,tt11456582,4.2,9.0,0.6,
ts78444,Luna Petunia Return to Amazia,SHOW,"Luna Petunia returns to magical Amazia, adding memories to her scrapbook with old friends -- and a new pal from the Animal Empire.",2018,TV-Y,24,['animation'],['US'],2.0,tt7924854,4.8,48.0,0.858,6.0
ts86497,Russian Doll,SHOW,Nadia keeps dying and reliving her 36th birthday party. She's trapped in a surreal time loop -- and staring down the barrel of her own mortality.,2019,TV-MA,28,"['drama', 'comedy']",['US'],2.0,tt7520794,7.8,88945.0,31.225,7.6
ts216679,Bridgerton,SHOW,"Wealth, lust, and betrayal set in the backdrop of Regency era England, seen through the eyes of the powerful Bridgerton family.",2020,TV-MA,62,"['drama', 'romance']",['US'],4.0,tt8740790,7.3,122036.0,206.258,8.2
ts87466,Demon Slayer: Kimetsu no Yaiba,SHOW,"It is the Taisho Period in Japan. Tanjiro, a kindhearted boy who sells charcoal for a living, finds his family slaughtered by a demon. To make matters worse, his younger sister Nezuko, the sole survivor, has been transformed into a demon herself. Though devastated by this grim reality, Tanjiro resolves to become a “demon slayer” so that he can turn his sister back into a human, and kill the demon that massacred his family.",2019,TV-MA,25,"['animation', 'scifi', 'action', 'fantasy', 'thriller', 'horror']",['JP'],3.0,tt9335498,8.7,88265.0,131.109,8.8
